id,latitude,longitude,corridor,corridor_final,corridor_confidence,corridor_agreement,corridor_source
FKID006234,12.9592974,77.5557433,Mysore Road,Mysore Road,1.0,1,original
FKID006235,12.9569635,77.5488279,Mysore Road,Mysore Road,1.0,1,original
FKID006236,12.9569065,77.5491212,Mysore Road,Mysore Road,1.0,1,original
FKID006237,12.9568062,77.5491629,Mysore Road,Mysore Road,1.0,1,original
FKID006238,12.9678093,77.5681249,Non-corridor,Mysore Road,0.9966666666666666,1,predicted
FKID006239,12.9805221,77.5579018,Non-corridor,Magadi Road,0.8200000000000001,1,predicted
FKID006240,12.9183015,77.6419329,ORR East 1,ORR East 1,1.0,1,original
FKID006241,12.9558795,77.5457956,Mysore Road,Mysore Road,1.0,1,original
FKID006242,12.9807419,77.5490731,West of Chord Road,West of Chord Road,1.0,1,original
FKID006243,12.9691233,77.5874239,Mysore Road,Mysore Road,1.0,1,original
FKID006244,13.009539,77.6970074,Non-corridor,ORR East 2,0.925,1,predicted
FKID006245,12.9869408,77.5189607,Magadi Road,Magadi Road,1.0,1,original
FKID006246,12.9364634,77.5179613,Mysore Road,Mysore Road,1.0,1,original
FKID006247,13.0584517,77.59327,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID006248,13.1463017,77.6183496,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID006249,12.9667962,77.5873074,Mysore Road,Mysore Road,1.0,1,original
FKID006250,12.9768435,77.5648295,Magadi Road,Magadi Road,1.0,1,original
FKID006251,12.9761392,77.5645986,Magadi Road,Magadi Road,1.0,1,original
FKID006252,12.9858849,77.5227976,Magadi Road,Magadi Road,1.0,1,original
FKID006253,12.936608,77.5189474,Mysore Road,Mysore Road,1.0,1,original
FKID006255,12.9526488,77.699876,ORR East 1,ORR East 1,1.0,1,original
FKID006256,12.9144023,77.624318,Hosur Road,Hosur Road,1.0,1,original
FKID006257,12.9425141,77.5254893,Mysore Road,Mysore Road,1.0,1,original
FKID006258,12.9580995,77.5535743,Mysore Road,Mysore Road,1.0,1,original
FKID006259,12.9580505,77.5535403,Mysore Road,Mysore Road,1.0,1,original
FKID006260,12.9804045,77.5719092,Non-corridor,Non-corridor,0.7433333333333334,1,unresolved
FKID006261,12.8890739,77.6394383,Hosur Road,Hosur Road,1.0,1,original
FKID006262,12.9804762,77.5719475,Non-corridor,Non-corridor,0.7433333333333334,1,unresolved
FKID006263,12.9282977,77.5459634,ORR West 1,ORR West 1,1.0,1,original
FKID006264,13.0424115,77.5925746,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID006265,12.9734202,77.6215549,Old Madras Road,Old Madras Road,1.0,1,original
FKID006266,12.90672447,77.54537324,Non-corridor,ORR West 1,0.9783333333333333,1,predicted
FKID006267,12.9859417,77.5512283,West of Chord Road,West of Chord Road,1.0,1,original
FKID006269,13.039208,77.5183806,Tumkur Road,Tumkur Road,1.0,1,original
FKID006270,13.0530554,77.593531,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID006271,12.9237306,77.6474668,ORR East 1,ORR East 1,1.0,1,original
FKID006272,13.0410608,77.6168504,ORR North 1,ORR North 1,1.0,1,original
FKID006273,12.98066,77.5973363,CBD 2,CBD 2,1.0,1,original
FKID006274,13.0146481,77.5839784,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID006275,12.9759169,77.5872273,Non-corridor,Non-corridor,0.6628426547096731,0,unresolved
FKID006276,12.9771399,77.5991126,Old Madras Road,Old Madras Road,1.0,1,original
FKID006277,12.9923411,77.712944,Non-corridor,ORR East 2,0.8683333333333334,1,predicted
FKID006278,13.0461559,77.5043676,Non-corridor,Tumkur Road,0.9450000000000001,1,predicted
FKID006279,13.0295451,77.538472,Tumkur Road,Tumkur Road,1.0,1,original
FKID006280,13.0377638,77.6267149,ORR North 1,ORR North 1,1.0,1,original
FKID006281,12.9422816,77.6972978,ORR East 1,ORR East 1,1.0,1,original
FKID006282,13.03768,77.6264683,ORR North 1,ORR North 1,1.0,1,original
FKID006284,12.9591615,77.5557552,Mysore Road,Mysore Road,1.0,1,original
FKID006285,12.9705526,77.5869031,Mysore Road,Mysore Road,1.0,1,original
FKID006286,12.9067083,77.6288629,Hosur Road,Hosur Road,1.0,1,original
FKID006287,13.021745,77.5322883,Non-corridor,Tumkur Road,0.9983333333333333,1,predicted
FKID006288,12.9530767,77.5418967,Mysore Road,Mysore Road,1.0,1,original
FKID006289,12.9862929,77.6462931,Old Madras Road,Old Madras Road,1.0,1,original
FKID006290,12.9433721,77.5263333,Mysore Road,Mysore Road,1.0,1,original
FKID006291,13.0440662,77.5088438,Tumkur Road,Tumkur Road,1.0,1,original
FKID006292,13.0110103,77.5836395,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID006293,12.9769842,77.6087452,Old Madras Road,Old Madras Road,1.0,1,original
FKID006294,13.0444098,77.5091487,Tumkur Road,Tumkur Road,1.0,1,original
FKID006295,13.0147278,77.5839424,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID006296,13.0139284,77.5837687,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID006297,13.0095235,77.6971236,Non-corridor,ORR East 2,0.9233333333333333,1,predicted
FKID006298,13.0279028,77.5353479,Tumkur Road,Tumkur Road,1.0,1,original
FKID006299,12.9571883,77.5924233,Non-corridor,Mysore Road,0.8533333333333333,1,predicted
FKID006300,12.9570052,77.592585,Non-corridor,Mysore Road,0.8433333333333333,1,predicted
FKID006301,12.973635,77.5693833,Non-corridor,Magadi Road,0.8483333333333334,1,predicted
FKID006302,13.0282752,77.6325668,Airport New South Road,Airport New South Road,1.0,1,original
FKID006303,12.9825195,77.5680083,Non-corridor,Non-corridor,0.715,1,unresolved
FKID006304,12.9183119,77.6213645,ORR East 1,ORR East 1,1.0,1,original
FKID006305,13.0187377,77.5575234,Tumkur Road,Tumkur Road,1.0,1,original
FKID006306,12.9817415,77.57036,Non-corridor,Non-corridor,0.7266666666666667,1,unresolved
FKID006307,12.989235,77.5503267,West of Chord Road,West of Chord Road,1.0,1,original
FKID006308,12.9622433,77.5628658,Mysore Road,Mysore Road,1.0,1,original
FKID006309,12.9648247,77.5860978,Mysore Road,Mysore Road,1.0,1,original
FKID006310,13.0082175,77.5718546,Non-corridor,Non-corridor,0.6703806246084106,0,unresolved
FKID006311,13.041165,77.61586,ORR North 1,ORR North 1,1.0,1,original
FKID006312,12.92517281,77.55040954,ORR West 1,ORR West 1,1.0,1,original
FKID006313,12.9318961,77.5445289,ORR West 1,ORR West 1,1.0,1,original
FKID006316,12.9267553,77.5480187,ORR West 1,ORR West 1,1.0,1,original
FKID006317,12.8728187,77.651366,Hosur Road,Hosur Road,1.0,1,original
FKID006318,12.916606,77.5727067,Non-corridor,ORR West 1,0.9916666666666667,1,predicted
FKID006319,13.0100068,77.697073,Non-corridor,ORR East 2,0.9233333333333333,1,predicted
FKID006320,12.98424,77.7525821,Non-corridor,Non-corridor,0.8416666666666667,0,unresolved
FKID006321,12.9156294,77.6232459,ORR East 1,ORR East 1,1.0,1,original
FKID006322,13.0105137,77.5836903,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID006323,12.9153864,77.6238372,ORR East 1,ORR East 1,1.0,1,original
FKID006324,12.9185257,77.5640918,ORR West 1,ORR West 1,1.0,1,original
FKID006325,12.9800837,77.5708938,Non-corridor,Magadi Road,0.8233333333333333,1,predicted
FKID006326,13.0347871,77.5299203,Tumkur Road,Tumkur Road,1.0,1,original
FKID006327,12.9841251,77.7523025,Non-corridor,Non-corridor,0.8400000000000001,0,unresolved
FKID006328,13.0158983,77.5634567,Tumkur Road,Tumkur Road,1.0,1,original
FKID006329,13.0124854,77.5690706,Non-corridor,Non-corridor,0.6816666666666666,1,unresolved
FKID006330,12.9835042,77.7542333,Non-corridor,Non-corridor,0.8283333333333334,0,unresolved
FKID006331,13.014242,77.5837912,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID006332,12.9604518,77.5568989,Mysore Road,Mysore Road,1.0,1,original
FKID006333,12.9588379,77.5167415,Non-corridor,Non-corridor,0.4889978650471201,1,unresolved
FKID006334,12.9820162,77.5946442,CBD 2,CBD 2,1.0,1,original
FKID006335,12.9567627,77.5487381,Mysore Road,Mysore Road,1.0,1,original
FKID006336,12.9600442,77.5152153,Non-corridor,Non-corridor,0.3924620077595809,1,unresolved
FKID006337,12.9098679,77.5728551,ORR West 1,ORR West 1,1.0,1,original
FKID006338,12.9241444,77.6284508,Non-corridor,Non-corridor,0.483217228524341,0,unresolved
FKID006339,13.0170526,77.6610443,ORR North 1,ORR North 1,1.0,1,original
FKID006340,12.9601274,77.5151466,Non-corridor,Non-corridor,0.3922885107809678,0,unresolved
FKID006341,13.0379791,77.5213339,Tumkur Road,Tumkur Road,1.0,1,original
FKID006342,12.985467,77.6440847,Old Madras Road,Old Madras Road,1.0,1,original
FKID006343,12.9650521,77.5841699,Mysore Road,Mysore Road,1.0,1,original
FKID006344,13.010126,77.697428,Non-corridor,ORR East 2,0.9233333333333333,1,predicted
FKID006345,12.9596289,77.5935194,Non-corridor,Mysore Road,0.905,1,predicted
FKID006346,12.9715567,77.61055,Old Madras Road,Old Madras Road,1.0,1,original
FKID006347,12.9678645,77.58707,Mysore Road,Mysore Road,1.0,1,original
FKID006348,12.975301,77.5528909,Magadi Road,Magadi Road,1.0,1,original
FKID006349,12.9591628,77.6564583,Old Airport Road,Old Airport Road,1.0,1,original
FKID006350,13.1903941,77.645517,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID006351,13.0431399,77.5569094,ORR North 2,ORR North 2,1.0,1,original
FKID006352,12.9846285,77.5721881,Non-corridor,Non-corridor,0.6816666666666666,1,unresolved
FKID006353,13.0428559,77.5141114,Tumkur Road,Tumkur Road,1.0,1,original
FKID006354,12.9280618,77.619855,IRR(Thanisandra road),IRR(Thanisandra road),1.0,1,original
FKID006355,13.0994681,77.5996034,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID006356,12.9542104,77.5853556,Non-corridor,Mysore Road,0.8696042714181595,1,predicted
FKID006357,12.9248314,77.6281913,Non-corridor,Non-corridor,0.671843478807036,0,unresolved
FKID006358,12.9541751,77.5854747,Non-corridor,Mysore Road,0.8641529162220439,1,predicted
FKID006359,12.9279733,77.6200661,IRR(Thanisandra road),IRR(Thanisandra road),1.0,1,original
FKID006360,12.9527203,77.5416774,Mysore Road,Mysore Road,1.0,1,original
FKID006361,13.0156313,77.704657,Non-corridor,ORR East 2,0.8283333333333334,1,predicted
FKID006362,13.0115219,77.6982565,Non-corridor,ORR East 2,0.9216666666666666,1,predicted
FKID006363,13.0116632,77.6983952,Non-corridor,ORR East 2,0.9216666666666666,1,predicted
FKID006364,13.0439017,77.553985,ORR North 2,ORR North 2,1.0,1,original
FKID006365,13.0676698,77.5933693,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID006366,13.0106783,77.5837517,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID006367,12.9579569,77.5525429,Mysore Road,Mysore Road,1.0,1,original
FKID006368,13.0462883,77.5559138,ORR North 2,ORR North 2,1.0,1,original
FKID006369,13.097869,77.5991048,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID006370,12.9596295,77.5870868,Non-corridor,Mysore Road,0.9883333333333333,1,predicted
FKID006371,12.9819749,77.5946058,CBD 2,CBD 2,1.0,1,original
FKID006372,13.0283245,77.5191569,Non-corridor,Tumkur Road,1.0,1,predicted
FKID006373,13.0985256,77.5967956,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID006374,12.9884411,77.7299393,Non-corridor,Non-corridor,0.88,0,unresolved
FKID006375,12.97570957,77.56103534,Magadi Road,Magadi Road,1.0,1,original
FKID006376,13.0469855,77.5915374,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID006377,12.9716991,77.5939954,Mysore Road,Mysore Road,1.0,1,original
FKID006378,12.9067124,77.629152,Hosur Road,Hosur Road,1.0,1,original
FKID006379,12.9757999,77.5874675,Non-corridor,Non-corridor,0.6931179289320091,0,unresolved
FKID006380,13.0361728,77.5253839,Tumkur Road,Tumkur Road,1.0,1,original
FKID006381,12.9879355,77.5806882,Non-corridor,Non-corridor,0.7633333333333333,1,unresolved
FKID006382,13.0383584,77.6259551,Hennur Main Road,Hennur Main Road,1.0,1,original
FKID006383,12.987799,77.5807004,Non-corridor,Non-corridor,0.7616666666666667,1,unresolved
FKID006384,12.9639277,77.5838883,Mysore Road,Mysore Road,1.0,1,original
FKID006385,12.8397656,77.6770241,Non-corridor,Non-corridor,0.8113902568181411,0,unresolved
FKID006386,12.90665577,77.54570637,Non-corridor,ORR West 1,0.975,1,predicted
FKID006387,12.8696027,77.6535417,Hosur Road,Hosur Road,1.0,1,original
FKID006388,12.9677167,77.5879114,Mysore Road,Mysore Road,1.0,1,original
FKID006389,12.9169179,77.5952536,Non-corridor,Non-corridor,0.78,1,unresolved
FKID006390,12.9168906,77.5968291,Bannerghata Road,Bannerghata Road,1.0,1,original
FKID006391,13.121748,77.6112371,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID006392,12.9656291,77.5868576,Mysore Road,Mysore Road,1.0,1,original
FKID006393,12.9610754,77.5591434,Mysore Road,Mysore Road,1.0,1,original
FKID006394,13.0948709,77.5970935,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID006395,12.9682207,77.5862301,Mysore Road,Mysore Road,1.0,1,original
FKID006396,12.9712674,77.5664824,Non-corridor,Non-corridor,0.7966666666666666,0,unresolved
FKID006397,13.1219076,77.6113324,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID006398,12.9537637,77.7002069,ORR East 2,ORR East 2,1.0,1,original
FKID006399,12.9836459,77.6396991,Old Madras Road,Old Madras Road,1.0,1,original
FKID006400,12.8718258,77.6512363,Hosur Road,Hosur Road,1.0,1,original
FKID006401,12.96067984,77.6415265,Old Airport Road,Old Airport Road,1.0,1,original
FKID006402,12.973691,77.6145877,Old Madras Road,Old Madras Road,1.0,1,original
FKID006403,12.9420143,77.6971725,ORR East 1,ORR East 1,1.0,1,original
FKID006404,12.97945013,77.56429952,Non-corridor,Magadi Road,0.9650000000000001,1,predicted
FKID006405,13.030269,77.6306842,Airport New South Road,Airport New South Road,1.0,1,original
FKID006406,12.9744637,77.5780192,Non-corridor,Non-corridor,0.7366666666666667,0,unresolved
FKID006407,13.0248541,77.5110395,Non-corridor,Tumkur Road,0.995,1,predicted
FKID006408,12.9109835,77.6267571,Hosur Road,Hosur Road,1.0,1,original
FKID006409,13.0108338,77.5502638,West of Chord Road,West of Chord Road,1.0,1,original
FKID006410,13.0155673,77.5633378,Tumkur Road,Tumkur Road,1.0,1,original
FKID006411,13.0155868,77.5632866,Tumkur Road,Tumkur Road,1.0,1,original
FKID006412,13.0935833,77.597035,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID006413,12.938604,77.5982884,Non-corridor,Bannerghata Road,0.975,1,predicted
FKID006414,12.9554605,77.5921855,Non-corridor,Mysore Road,0.845,1,predicted
FKID006415,12.9163048,77.6362865,ORR East 1,ORR East 1,1.0,1,original
FKID006416,13.0391417,77.5896083,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID006417,12.9512713,77.6212992,Non-corridor,Non-corridor,0.6848644324984303,0,unresolved
FKID006418,13.0348604,77.5295743,Tumkur Road,Tumkur Road,1.0,1,original
FKID006419,13.0436796,77.5537056,ORR North 2,ORR North 2,1.0,1,original
FKID006420,13.0189794,77.6560546,ORR North 1,ORR North 1,1.0,1,original
FKID006421,12.953035,77.541695,Mysore Road,Mysore Road,1.0,1,original
FKID006422,13.0377031,77.5221845,Tumkur Road,Tumkur Road,1.0,1,original
FKID006423,13.0299338,77.537971,Tumkur Road,Tumkur Road,1.0,1,original
FKID006424,12.9657332,77.5747475,Mysore Road,Mysore Road,1.0,1,original
FKID006425,12.9721457,77.6194894,Old Madras Road,Old Madras Road,1.0,1,original
FKID006426,13.03937262,77.58946005,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID006427,12.9652339,77.586865,Mysore Road,Mysore Road,1.0,1,original
FKID006428,13.0691,77.59272,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID006429,13.0293502,77.6317432,Airport New South Road,Airport New South Road,1.0,1,original
FKID006430,12.9994744,77.5499404,West of Chord Road,West of Chord Road,1.0,1,original
FKID006431,13.0379883,77.6261287,ORR North 1,ORR North 1,1.0,1,original
FKID006432,13.0379807,77.6261216,ORR North 1,ORR North 1,1.0,1,original
FKID006433,12.9765011,77.60121,Old Madras Road,Old Madras Road,1.0,1,original
FKID006434,12.9738007,77.6128385,Old Madras Road,Old Madras Road,1.0,1,original
FKID006435,12.9951683,77.60826,Non-corridor,Non-corridor,0.43754596207481494,0,unresolved
FKID006436,12.9555144,77.54578,Mysore Road,Mysore Road,1.0,1,original
FKID006437,12.9256233,77.62557,Non-corridor,Non-corridor,0.730946464190859,1,unresolved
FKID006438,12.9520071,77.5407089,Mysore Road,Mysore Road,1.0,1,original
FKID006439,12.9833671,77.5961021,CBD 2,CBD 2,1.0,1,original
FKID006440,13.009805,77.5060113,Non-corridor,Non-corridor,0.6154302516108532,0,unresolved
FKID006441,13.0350335,77.5298058,Tumkur Road,Tumkur Road,1.0,1,original
FKID006442,12.9531981,77.5418085,Mysore Road,Mysore Road,1.0,1,original
FKID006443,12.9832805,77.5768463,Non-corridor,Non-corridor,0.73,1,unresolved
FKID006444,13.045595,77.5082543,Tumkur Road,Tumkur Road,1.0,1,original
FKID006445,12.9696417,77.591225,Mysore Road,Mysore Road,1.0,1,original
FKID006446,13.0280651,77.5409989,Tumkur Road,Tumkur Road,1.0,1,original
FKID006447,13.0717897,77.6336631,Hennur Main Road,Hennur Main Road,1.0,1,original
FKID006448,12.9961071,77.5961519,Non-corridor,Non-corridor,0.5579638302010621,0,unresolved
FKID006449,13.1219633,77.6108767,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID006450,13.0167089,77.56125,Tumkur Road,Tumkur Road,1.0,1,original
FKID006451,13.0400136,77.5184541,Tumkur Road,Tumkur Road,1.0,1,original
FKID006452,12.9042732,77.6273591,Hosur Road,Hosur Road,1.0,1,original
FKID006453,12.904245,77.627325,Hosur Road,Hosur Road,1.0,1,original
FKID006454,12.94357128,77.52651089,Mysore Road,Mysore Road,1.0,1,original
FKID006455,12.8696266,77.6544993,Hosur Road,Hosur Road,1.0,1,original
FKID006456,13.0331916,77.5410117,ORR North 2,ORR North 2,1.0,1,original
FKID006457,12.9151344,77.6238216,ORR East 1,ORR East 1,1.0,1,original
FKID006458,13.0395183,77.5895333,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID006459,13.0192745,77.6554942,ORR North 1,ORR North 1,1.0,1,original
FKID006460,13.0172915,77.5607419,Tumkur Road,Tumkur Road,1.0,1,original
FKID006461,12.9368014,77.519002,Mysore Road,Mysore Road,1.0,1,original
FKID006462,12.944975,77.5273265,ORR West 1,ORR West 1,1.0,1,original
FKID006463,12.9757417,77.5623567,Magadi Road,Magadi Road,1.0,1,original
FKID006464,12.9234334,77.5801682,Non-corridor,ORR West 1,0.9866666666666667,1,predicted
FKID006465,12.9210909,77.6202132,Hosur Road,Hosur Road,1.0,1,original
FKID006466,12.9651426,77.5861138,Mysore Road,Mysore Road,1.0,1,original
FKID006467,12.953675,77.717451,Varthur Road,Varthur Road,1.0,1,original
FKID006468,12.9726064,77.6083965,Old Madras Road,Old Madras Road,1.0,1,original
FKID006469,12.9720341,77.6195253,Old Madras Road,Old Madras Road,1.0,1,original
FKID006470,12.9494619,77.5367796,Mysore Road,Mysore Road,1.0,1,original
FKID006471,12.9537683,77.5428163,Mysore Road,Mysore Road,1.0,1,original
FKID006472,12.9880208,77.5097003,Magadi Road,Magadi Road,1.0,1,original
FKID006473,13.0661392,77.5930153,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID006474,12.9531,77.5387567,West of Chord Road,West of Chord Road,1.0,1,original
FKID006475,12.9463439,77.5959129,Non-corridor,Non-corridor,0.5340815496503213,0,unresolved
FKID006476,12.9439104,77.5276695,ORR West 1,ORR West 1,1.0,1,original
FKID006477,13.0243398,77.6430457,ORR North 1,ORR North 1,1.0,1,original
FKID006478,13.0185251,77.555344,Tumkur Road,Tumkur Road,1.0,1,original
FKID006479,13.0765848,77.5928971,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID006480,12.9538997,77.5433473,Mysore Road,Mysore Road,1.0,1,original
FKID006481,12.972265,77.5940561,Mysore Road,Mysore Road,1.0,1,original
FKID006482,12.9064531,77.5944581,ORR West 1,ORR West 1,1.0,1,original
FKID006483,12.9894785,77.581634,Non-corridor,Non-corridor,0.7916666666666667,1,unresolved
FKID006484,12.9893966,77.5816778,Non-corridor,Non-corridor,0.7833333333333333,1,unresolved
FKID006485,12.9892875,77.58177,Non-corridor,Non-corridor,0.7816666666666667,1,unresolved
FKID006486,12.9386484,77.6346265,IRR(Thanisandra road),IRR(Thanisandra road),1.0,1,original
FKID006487,12.9358179,77.5140104,Mysore Road,Mysore Road,1.0,1,original
FKID006488,12.9761296,77.5644983,Magadi Road,Magadi Road,1.0,1,original
FKID006489,13.0436334,77.5085101,Tumkur Road,Tumkur Road,1.0,1,original
FKID006490,13.0356304,77.5240893,Tumkur Road,Tumkur Road,1.0,1,original
FKID006491,12.977942,77.5451052,Magadi Road,Magadi Road,1.0,1,original
FKID006492,12.9755916,77.626261,Old Madras Road,Old Madras Road,1.0,1,original
FKID006493,12.9930741,77.5953395,Non-corridor,Non-corridor,0.5970847917353365,0,unresolved
FKID006494,12.9772619,77.5855295,Non-corridor,Non-corridor,0.5674853651873043,0,unresolved
FKID006495,12.94509038,77.52761312,ORR West 1,ORR West 1,1.0,1,original
FKID006496,12.9380854,77.6280395,IRR(Thanisandra road),IRR(Thanisandra road),1.0,1,original
FKID006497,13.0456453,77.5912593,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID006498,12.9787617,77.5849233,Non-corridor,Bellary Road 1,0.8533333333333333,1,predicted
FKID006499,12.9785728,77.5851419,Non-corridor,Bellary Road 1,0.8264464815463091,1,predicted
FKID006500,13.0414092,77.5170524,Tumkur Road,Tumkur Road,1.0,1,original
FKID006501,12.9874171,77.5877396,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID006502,12.9820444,77.5674354,Non-corridor,Non-corridor,0.75,1,unresolved
FKID006503,12.9200999,77.6207323,Hosur Road,Hosur Road,1.0,1,original
FKID006504,12.9755981,77.5540052,Magadi Road,Magadi Road,1.0,1,original
FKID006505,13.0079755,77.6922005,Non-corridor,ORR East 2,0.915,1,predicted
FKID006506,13.0395749,77.5898222,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID006507,13.039513,77.5897673,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID006508,12.953135,77.543355,Mysore Road,Mysore Road,1.0,1,original
FKID006509,12.9574012,77.551555,Mysore Road,Mysore Road,1.0,1,original
FKID006510,12.9592633,77.65562,Old Airport Road,Old Airport Road,1.0,1,original
FKID006511,12.9574283,77.5514016,Mysore Road,Mysore Road,1.0,1,original
FKID006512,12.9122363,77.5998295,Bannerghata Road,Bannerghata Road,1.0,1,original
FKID006513,12.9552234,77.620708,Non-corridor,Non-corridor,0.7483333333333333,0,unresolved
FKID006514,12.9264655,77.5968284,Non-corridor,Bannerghata Road,0.9916666666666667,1,predicted
FKID006515,13.0399989,77.5181856,Tumkur Road,Tumkur Road,1.0,1,original
FKID006516,12.9859119,77.5515322,West of Chord Road,West of Chord Road,1.0,1,original
FKID006517,12.9573283,77.5520921,Mysore Road,Mysore Road,1.0,1,original
FKID006518,12.9798615,77.5726578,Non-corridor,Magadi Road,0.8200000000000001,1,predicted
FKID006519,12.979777,77.5727436,Non-corridor,Magadi Road,0.8533333333333333,1,predicted
FKID006520,12.9794645,77.5729979,Non-corridor,Magadi Road,0.8633333333333333,1,predicted
FKID006521,12.8775217,77.5953483,Bannerghata Road,Bannerghata Road,1.0,1,original
FKID006522,13.1008376,77.5997292,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID006523,12.9756917,77.5479034,West of Chord Road,West of Chord Road,1.0,1,original
FKID006524,13.0089831,77.5804427,Non-corridor,Bellary Road 1,0.845,1,predicted
FKID006525,13.0147468,77.5841493,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID006526,12.976525,77.5863883,Non-corridor,Non-corridor,0.6012520149841508,0,unresolved
FKID006527,12.9757721,77.5524786,Magadi Road,Magadi Road,1.0,1,original
FKID006528,12.9757672,77.5524914,Magadi Road,Magadi Road,1.0,1,original
FKID006529,13.0400284,77.518141,Tumkur Road,Tumkur Road,1.0,1,original
FKID006530,12.9652497,77.5997154,Mysore Road,Mysore Road,1.0,1,original
FKID006531,12.9437231,77.5679238,Non-corridor,Non-corridor,0.6934571990391134,1,unresolved
FKID006532,13.0449289,77.5567256,ORR North 2,ORR North 2,1.0,1,original
FKID006533,12.9640752,77.5696,Mysore Road,Mysore Road,1.0,1,original
FKID006534,12.9652524,77.5865938,Mysore Road,Mysore Road,1.0,1,original
FKID006535,12.9889233,77.5081603,Magadi Road,Magadi Road,1.0,1,original
FKID006536,12.9910794,77.6565499,Old Madras Road,Old Madras Road,1.0,1,original
FKID006537,12.9548221,77.5448369,Mysore Road,Mysore Road,1.0,1,original
FKID006538,13.1069226,77.6021895,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID006539,12.9779433,77.58451,Non-corridor,Non-corridor,0.7501863607680483,1,unresolved
FKID006540,13.0145642,77.584139,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID006541,12.9197361,77.6209668,Hosur Road,Hosur Road,1.0,1,original
FKID006542,12.9911083,77.6568817,Old Madras Road,Old Madras Road,1.0,1,original
FKID006543,12.9614255,77.5627796,Mysore Road,Mysore Road,1.0,1,original
FKID006544,13.1400852,77.6176868,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID006545,13.091295,77.5952417,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID006546,12.9360492,77.535686,ORR West 1,ORR West 1,1.0,1,original
FKID006547,12.9364185,77.6063347,Non-corridor,Non-corridor,0.6433097754287644,1,unresolved
FKID006548,13.0103033,77.6977946,Non-corridor,ORR East 2,0.9266666666666667,1,predicted
FKID006549,13.0075342,77.5485942,West of Chord Road,West of Chord Road,1.0,1,original
FKID006550,12.9820333,77.5671933,Non-corridor,Non-corridor,0.7533333333333334,1,unresolved
FKID006551,13.1056933,77.6012567,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID006552,12.9413783,77.5975317,Non-corridor,Non-corridor,0.7077770754377883,1,unresolved
FKID006553,12.9764557,77.5992382,Old Madras Road,Old Madras Road,1.0,1,original
FKID006554,13.0038827,77.5499401,West of Chord Road,West of Chord Road,1.0,1,original
FKID006555,13.0187672,77.5576035,Tumkur Road,Tumkur Road,1.0,1,original
FKID006556,13.0286172,77.6315961,Airport New South Road,Airport New South Road,1.0,1,original
FKID006557,13.0284821,77.6316321,Airport New South Road,Airport New South Road,1.0,1,original
FKID006558,13.0423424,77.5147078,Tumkur Road,Tumkur Road,1.0,1,original
FKID006559,13.0454566,77.5074545,Tumkur Road,Tumkur Road,1.0,1,original
FKID006560,13.0537964,77.5933894,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID006561,13.0537775,77.593432,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID006562,12.9064117,77.5438583,Non-corridor,ORR West 1,0.9650000000000001,1,predicted
FKID006563,12.9329825,77.6882706,ORR East 1,ORR East 1,1.0,1,original
FKID006564,13.0452492,77.507926,Tumkur Road,Tumkur Road,1.0,1,original
FKID006565,12.9570831,77.7004329,Varthur Road,Varthur Road,1.0,1,original
